Gene_names	 dn/ds
YHR183W	0.0444
YGR111W	0.0900
YNL209W	0.0094
YDR408C	0.0391
YDR494W	0.2171
YKL025C	0.0755
YOR091W	0.0385
YDL148C	0.0570
YMR107W	0.0374
YKL126W	0.0247
YNL190W	0.0189
YPL072W	0.1804
YJR142W	0.0823
YPR060C	0.0168
YHR006W	0.1199
YGL026C	0.0151
YMR209C	0.1796
YDR525W-A	0.0201
YPR166C	0.0332
YIL095W	0.1156
YOL143C	0.0200
YIL043C	0.0469
YIL017C	0.0510
YBL031W	0.0814
YMR191W	0.2197
YGR177C	0.1440
YHR025W	0.0135
YBR062C	0.0543
YDR393W	0.1458
YHR190W	0.0130
YDR044W	0.0063
YMR314W	0.0073
YOR238W	0.1643
YIL158W	0.1475
YCR032W	0.1223
YOR168W	0.0411
YMR190C	0.0890
YPR083W	0.0928
YJL061W	0.1484
YJL034W	0.0114
YOL090W	0.0340
YGR196C	0.1426
YKR082W	0.0552
YER043C	0.0125
YNL215W	0.1248
YNL282W	0.0581
YDR528W	0.1206
YNL102W	0.0437
YJR010W	0.0132
YMR156C	0.1255
YOR080W	0.1540
YAL021C	0.0393
YJL104W	0.0680
YMR289W	0.1470
YBR059C	0.0832
YMR019W	0.1085
YDR244W	0.1039
YOR249C	0.0978
YJL180C	0.0773
YDL220C	0.1795
YNL147W	0.0253
YCR071C	0.1344
YER175C	0.0577
YIR005W	0.1137
YMR264W	0.0739
YJL208C	0.0547
YPL168W	0.2215
YEL059C-A	0.1388
YHR182W	0.1859
YNL193W	0.1062
YGL003C	0.0386
YHR008C	0.0078
YMR185W	0.1686
YNL246W	0.0423
YOL077W-A	0.0164
YOR006C	0.0967
YGR191W	0.0418
YIR037W	0.0307
YOR258W	0.0936
YBL106C	0.1116
YBR034C	0.0120
YFL011W	0.0468
YML108W	0.0438
YML094W	3.4578
YDR005C	0.0467
YOR147W	0.0826
YIL105C	0.0224
YNL186W	0.1106
YKL073W	0.0966
YKL121W	0.0796
YPL100W	0.0471
YOR241W	0.0640
YOR101W	0.1190
YKL139W	0.0944
YKL172W	0.1037
YPR103W	0.0248
YCR048W	0.0537
YPL010W	0.0518
YER141W	0.0543
YHR083W	0.2531
YPL009C	0.1054
YML089C	0.7346
YCR067C	0.2786
YHR063C	0.0533
YJL123C	0.1045
YGL155W	0.1147
YMR148W	0.0837
YLR392C	0.0585
YPR067W	0.1066
YOL012C	0.0145
YNL083W	0.2482
YGR198W	0.0970
YDR147W	0.1739
YER147C	0.1031
YEL002C	0.0665
YER113C	0.0746
YOR291W	0.0526
YIL107C	0.0529
YPR002W	0.1094
YNL217W	0.0869
YNR050C	0.0226
YOR117W	0.0023
YBR194W	0.2043
YJL059W	0.0805
YHR091C	0.1132
YAR007C	0.0205
YOR208W	0.0845
YML016C	0.0421
YGL113W	0.0954
